"patent_id";"serial_number";"event_type";"event_date";"event_code";"event_description"
US10003284B2;"1";Assignment;"2015/3/26";AS;"Owner name: SNU R&DB FOUNDATION, KOREA, REPUBLIC OF Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE ASSIGNEE PREVIOUSLY RECORDED AT REEL: 034926 FRAME: 0268. ASSIGNOR(S) HEREBY CONFIRMS THE ASSIGNMENT;ASSIGNORS:CHO, JE HYUNG;BODROV, ALEXEY;LEE, YONGJAE;AND OTHERS;SIGNING DATES FROM 20150130 TO 20150202;REEL/FRAME:035353/0159 Owner name: SAMSUNG ELECTRONICS CO., LTD., KOREA, REPUBLIC OF Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE ASSIGNEE PREVIOUSLY RECORDED AT REEL: 034926 FRAME: 0268. ASSIGNOR(S) HEREBY CONFIRMS THE ASSIGNMENT;ASSIGNORS:CHO, JE HYUNG;BODROV, ALEXEY;LEE, YONGJAE;AND OTHERS;SIGNING DATES FROM 20150130 TO 20150202;REEL/FRAME:035353/0159"
US10003284B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003284B2;"3";Maintenance fee payment;"2021/11/15";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003300B2;"0";Assignment;"2015/10/9";AS;"Owner name: SUNPOWER CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BINTZ, MILES;CHAPMAN, PATRICK L.;EHLMANN, JONATHAN L.;AND OTHERS;REEL/FRAME:036769/0273 Effective date: 20151009"
US10003300B2;"1";Assignment;"2016/7/19";AS;"Owner name: SUNPOWER CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:HAUGH, JULIANNEE FRANCES;KUHN, BRIAN;ROESINGER, ERIC;REEL/FRAME:039189/0518 Effective date: 20151218"
US10003300B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003300B2;"3";Assignment;"2018/9/10";AS;"Owner name: ENPHASE ENERGY, INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SUNPOWER CORPORATION;REEL/FRAME:046964/0203 Effective date: 20180809"
US10003301B2;"0";Assignment;"2016/9/20";AS;"Owner name: THE SWATCH GROUP RESEARCH AND DEVELOPMENT LTD, SWI Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BRACCO, MASSIMILIANO;REEL/FRAME:039803/0440 Effective date: 20160808"
US10003301B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003301B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003303B2;"0";Assignment;"2016/6/15";AS;"Owner name: BROADCOM CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:AFSAHI, ALI;CHOWDHURY, DEBOPRIYO;PULIKKOONATTU, RETHNAKARAN;AND OTHERS;REEL/FRAME:038919/0165 Effective date: 20160608"
US10003303B2;"1";Assignment;"2017/2/1";AS;"Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD., SINGAPORE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120 Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120"
US10003303B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003303B2;"3";Assignment;"2018/10/5";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:047422/0464 Effective date: 20180509"
US10003303B2;"4";Assignment;"2019/3/6";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE EXECUTION DATE PREVIOUSLY RECORDED AT REEL: 047422 FRAME: 0464. ASSIGNOR(S) HEREBY CONFIRMS THE MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:048883/0702 Effective date: 20180905"
US10003313B2;"0";Assignment;"2017/3/20";AS;"Owner name: FUJITSU LIMITED, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SATO, MASARU;REEL/FRAME:041652/0974 Effective date: 20170203"
US10003313B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003313B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003321B2;"0";Assignment;"2016/3/25";AS;"Owner name: MITUTOYO CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIRIYAMA, TETSURO;YAKU, TORU;REEL/FRAME:038104/0152 Effective date: 20160324"
US10003321B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003321B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003323B2;"0";Assignment;"2017/9/6";AS;"Owner name: SK HYNIX INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BAEK, SEUNG GEUN;KIM, JAE IL;REEL/FRAME:043509/0599 Effective date: 20150922"
US10003323B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003323B2;"2";Maintenance fee payment;"2021/10/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003324B2;"0";Assignment;"2015/9/29";AS;"Owner name: VECIMA NETWORKS INC., CANADA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BERSCHEID, BRIAN;MAYILAVELANE, AROUTCHELVAME;REEL/FRAME:036683/0192 Effective date: 20141120"
US10003324B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003328B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003331B2;"0";Assignment;"2017/1/19";AS;"Owner name: KABUSHIKI KAISHA TOSHIBA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:IKEDA, KENTARO;MOCHIKAWA, HIROSHI;KUZUMAKI, ATSUHIKO;SIGNING DATES FROM 20161226 TO 20161227;REEL/FRAME:041016/0069"
US10003331B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003331B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003332B2;"0";Assignment;"2017/3/29";AS;"Owner name: KABUSHIKI KAISHA TOSHIBA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KIMURA, HIDEKI;REEL/FRAME:041786/0001 Effective date: 20170309"
US10003332B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003332B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003336B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003336B1;"1";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003339B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003339B1;"1";Maintenance fee payment;"2021/10/19";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10003343B2;"0";Assignment;"2017/1/11";AS;"Owner name: NXP B.V., NETHERLANDS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIANUSH, KAVEH;POL, EVERT-JAN;GEVEL, MARCEL VAN DE;SIGNING DATES FROM 20161212 TO 20161213;REEL/FRAME:040950/0860"
US10003343B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003343B2;"2";Maintenance fee payment;"2021/9/23";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003349B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003349B2;"1";Assignment;"2021/7/9";AS;"Owner name: WELLS FARGO BANK, NATIONAL ASSOCIATION, COLORADO Free format text: SECURITY AGREEMENT;ASSIGNORS:MAXLINEAR, INC.;MAXLINEAR COMMUNICATIONS, LLC;EXAR CORPORATION;REEL/FRAME:056816/0089 Effective date: 20210708"
US10003416B1;"0";Assignment;"2017/3/22";AS;"Owner name: ROHDE & SCHWARZ GMBH & CO. KG, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:LLOYD, PAUL GARETH;REEL/FRAME:041686/0863 Effective date: 20160501"
US10003416B1;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003416B1;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003427B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003435B2;"0";Assignment;"2016/11/25";AS;"Owner name: TELEFONICA, S.A., SPAIN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:LORCA HERNANDO, JAVIER;REEL/FRAME:040416/0444 Effective date: 20161019"
US10003435B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003435B2;"2";Maintenance fee payment;"2021/12/10";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003441B2;"0";Assignment;"2016/5/6";AS;"Owner name: BROADCOM CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MONTREUIL, LEO;PORAT, RON;SIGNING DATES FROM 20160427 TO 20160428;REEL/FRAME:038488/0398"
US10003441B2;"1";Assignment;"2017/2/1";AS;"Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD., SINGAPORE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120 Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120"
US10003441B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003441B2;"3";Assignment;"2018/10/5";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:047422/0464 Effective date: 20180509"
US10003441B2;"4";Assignment;"2019/3/6";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE EXECUTION DATE PREVIOUSLY RECORDED AT REEL: 047422 FRAME: 0464. ASSIGNOR(S) HEREBY CONFIRMS THE MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:048883/0702 Effective date: 20180905"
US10003444B2;"0";Assignment;"2016/4/11";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIM, KWI HOON;KIM, YOUNG BOO;KIM, HYUN JAE;AND OTHERS;SIGNING DATES FROM 20160330 TO 20160407;REEL/FRAME:038400/0895"
US10003444B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003447B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003447B2;"1";Maintenance fee payment;"2021/11/15";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003475B2;"0";Assignment;"2018/3/19";AS;"Owner name: FUJITSU LIMITED, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NAKAGAWA, ITARU;SASAKI, KAZUO;SIGNING DATES FROM 20160628 TO 20160629;REEL/FRAME:045638/0707"
US10003475B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003475B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003476B2;"0";Assignment;"2017/4/7";AS;"Owner name: CISCO TECHNOLOGY, INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHAN, DOUGLAS;ORAN, DAVID R.;REEL/FRAME:041933/0463 Effective date: 20150714"
US10003476B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003476B2;"2";Maintenance fee payment;"2021/12/13";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003485B2;"0";Assignment;"2017/10/23";AS;"Owner name: LUMIC TECHNOLOGY INC., TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LU, YING-KO;HUANG, TA-WEI;LIN, TA-JEN;AND OTHERS;REEL/FRAME:043928/0289 Effective date: 20171016"
US10003485B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003485B2;"2";Maintenance fee payment;"2021/6/23";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10003491B2;"0";Assignment;"2017/10/10";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ZHANG, HUAIZHI;CHEN, WEIMIN;WU, XIUFENG;AND OTHERS;SIGNING DATES FROM 20160928 TO 20161025;REEL/FRAME:043827/0023"
US10003491B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003491B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003521B2;"0";Assignment;"2016/4/28";AS;"Owner name: LENOVO ENTERPRISE SOLUTIONS (SINGAPORE) PTE. LTD., Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:VEMULA, HARI HARA KIRAN PRASAD;MADA, PRAVEEN;KASHYAP, VINOD;SIGNING DATES FROM 20160323 TO 20160324;REEL/FRAME:038411/0852"
US10003521B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003521B2;"2";Assignment;"2019/9/9";AS;"Owner name: LENOVO GLOBAL TECHNOLOGIES INTERNATIONAL LTD, HONG Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:LENOVO ENTERPRISE SOLUTIONS (SINGAPORE) PTE LTD.;REEL/FRAME:050310/0988 Effective date: 20180701"
US10003521B2;"3";Maintenance fee payment;"2021/11/30";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003528B2;"0";Assignment;"2016/10/27";AS;"Owner name: ORACLE INTERNATIONAL CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SRINIVASAN, ARVIND;JOHNSEN, BJORN DAG;MULLER, SHIMON;REEL/FRAME:040150/0689 Effective date: 20161013"
US10003528B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003528B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003541B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003553B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003553B2;"1";Assignment;"2019/2/14";AS;"Owner name: KONDA TECHNOLOGIES INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KONDA, VENKAT;REEL/FRAME:048338/0287 Effective date: 20190214"
US10003553B2;"2";Certificate of correction;"2019/2/19";CC;""
US10003553B2;"3";Assignment;"2019/4/8";AS;"Owner name: KONDA, VENKAT, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KONDA TECHNOLOGIES INC.;REEL/FRAME:048822/0867 Effective date: 20190408"
US10003553B2;"4";Aia trial proceeding filed before the patent and appeal board: post-grant review;"2019/4/23";PGR;Free format text: TRIAL NO: PGR2019-00037 Opponent name: FLEX LOGIX TECHNOLOGIES, INC. Effective date: 20190318 Free format text: TRIAL NO: PGR2019-00040 Opponent name: FLEX LOGIX TECHNOLOGIES, INC. Effective date: 20190318 Free format text: TRIAL NO: PGR2019-00042 Opponent name: FLEX LOGIX TECHNOLOGIES, INC. Effective date: 20190318
US10003553B2;"5";Certificate of correction;"2019/8/27";CC;""
US10003553B2;"6";Reissue application filed;"2021/8/31";RF;Effective date: 20210509
US10003553B2;"7";Trial and appeal board: post-grant review certificate;"2021/10/12";PGRC;"Kind code of ref document: J1 Free format text: POST-GRANT REVIEW CERTIFICATE; TRIAL NO. PGR2019-00037, MAR. 18, 2019; TRIAL NO. PGR2019-00042, MAR. 18, 2019 POST-GRANT REVIEW CERTIFICATE FOR PATENT 10,003,553, ISSUED JUN. 19, 2018, APPL. NO. 15/140,470, APR. 28, 2016 POST-GRANT REVIEW CERTIFICATE ISSUED OCT. 8, 2021 Effective date: 20211008"
US10003553B2;"8";Maintenance fee payment;"2021/11/12";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10003554B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003568B2;"0";Assignment;"2015/11/9";AS;"Owner name: INTERNATIONAL BUSINESS MACHINES CORPORATION, NEW Y Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LANG, JAKOB C.;NUNEZ MENCIAS, ANGEL;POHL, THOMAS;AND OTHERS;REEL/FRAME:036993/0914 Effective date: 20151104"
US10003568B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003568B2;"2";Maintenance fee payment;"2021/10/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003569B2;"0";Assignment;"2017/10/24";AS;"Owner name: CISCO TECHNOLOGY, INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:JANAKIRAMAN, RAJAGOPALAN;KRISHNAMOORTHY, PAGALAVAN;JONES, PETER GEOFFREY;AND OTHERS;SIGNING DATES FROM 20140908 TO 20140923;REEL/FRAME:043935/0357"
US10003569B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003569B2;"2";Maintenance fee payment;"2021/12/13";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003603B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003668B2;"0";Assignment;"2015/12/2";AS;"Owner name: SAP SE, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:JAKOBS, DANIEL;REEL/FRAME:037191/0528 Effective date: 20151119"
US10003668B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003674B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003674B1;"1";Maintenance fee payment;"2021/9/28";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003684B2;"0";Assignment;"2015/12/18";AS;"Owner name: JRD COMMUNICATION INC., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YONG, MINGJUN;REEL/FRAME:037332/0761 Effective date: 20151205"
US10003684B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003684B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003695B2;"0";Assignment;"2016/9/30";AS;"Owner name: BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY, Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LINNEY, TREVOR PHILIP;HORSLEY, IAN EDWIN;REEL/FRAME:039905/0138 Effective date: 20150428"
US10003695B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003695B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003705B2;"0";Assignment;"2016/12/28";AS;"Owner name: KYOCERA DOCUMENT SOLUTIONS INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YOSHIMOTO, YUSUKE;REEL/FRAME:040788/0417 Effective date: 20161216"
US10003705B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003705B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003707B2;"0";Assignment;"2017/3/17";AS;"Owner name: KONICA MINOLTA, INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:OZAWA, KAITAKE;AKITA, KATSUHIKO;OKAMOTO, YUJI;AND OTHERS;SIGNING DATES FROM 20170217 TO 20170223;REEL/FRAME:041616/0010"
US10003707B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003707B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003710B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003710B2;"1";Certificate of correction;"2018/12/4";CC;""
US10003710B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003711B2;"0";Assignment;"2017/3/7";AS;"Owner name: RICOH COMPANY, LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:IWAMATSU, AKIHIRO;KAWAMURA, KAZUSHIGE;KOHDA, TAKUYA;SIGNING DATES FROM 20170302 TO 20170303;REEL/FRAME:041481/0374"
US10003711B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003711B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003718B2;"0";Assignment;"2015/12/22";AS;"Owner name: AVISION INC., TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHENG, THOMAS;CHEN, YEN-CHENG;REEL/FRAME:037354/0123 Effective date: 20151127"
US10003718B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
